Name,Location,longitude,latitude,image,description,onBoard,logo,Country,Continent,Union,ID,Created date,Updated date,Owner,Email
Mt. Buller,,146.44897,-37.146795,image://v1/25b4a3_c4a876f919e94598a3e717714b801101~mv2.jpeg/1200_675/mount-buller%20(1).jpeg,"Just three hours' drive from Melbourne, Mt Buller is close enough for a day’s escape yet far enough away for a holiday. Mt Buller has everything you need for the perfect winter snow experience.",TRUE,image://v1/25b4a3_14894f6e67074df583594975880ac212~mv2.jpg/3096_894/F5G_T77LOLT3-theme-logo.jpg,Australia,Oceania,,b8b7137d-37e3-4427-8fe1-92168d075f35,2018-05-08T11:28:48Z,2018-06-20T05:26:00Z,,
Aspen Snowmass,,-106.949909,39.208956,image://v1/25b4a3_e6797986145949f7b799e83d87896544~mv2.jpg/760_514/aspensnowmass%20(1).jpg,"At Snowmass, you could spend your entire trip skiing and riding its terrain without covering the same ground twice.",FALSE,image://v1/25b4a3_2ec9f5bc6d404f3b99775103135c5052~mv2.jpg/717_230/Aspen_Snowmass_-_Stacked_Logo.jpg,USA,,,b5103af6-1755-463b-b363-6464a04dc93f,2018-05-08T11:28:48Z,2018-06-19T06:15:12Z,,
Niseko United,,140.647951,42.847472,image://v1/25b4a3_32610180dc624df29d3e1cfeb06fb13e~mv2.jpg/1920_1080/niseko%20(1).jpg,"Niseko United is comprised of four resorts on the one mountain, Niseko Annupuri (1,308m).",TRUE,image://v1/25b4a3_416b92031960410f979ef091cd658678~mv2.jpg/1887_676/TRS_07075_Niseko_Logo_Summer_Version_B_RGB.jpg,Japan,Asia,,0feee650-847f-4fe2-8ce2-425e391e87ab,2018-05-08T11:28:46Z,2018-06-15T02:10:27Z,,
Ötscher – Lackenhof (Gaming),,15.2024638,47.8614921,,,,,Austria,Europe,EU,0382294a-20c2-4f7e-912b-879689c28965,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Ötzlifte (Rabenkopf) – Kochel am See,,11.3978226,47.6728665,,,,,Germany,Europe,EU,7d9ac5f3-a455-4440-9a43-8462a8705392,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Østerlars (Bornholm),,14.965579,55.164759,,,,,Denmark,Europe,EU,28b9325e-d1a9-404c-9a30-703d0b5c8317,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Čelimbaša,,14.8598071,45.3088246,,,,,Croatia,Europe,EU,656b94e0-94a4-4af7-b5fb-6e362c8d9b3a,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Černá hora – Janské Lázně,,15.741944,50.6525,,,,,Czech Republic,Europe,EU,bfcedfff-9291-44ff-a23a-1b00aebc1ccf,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Černá Říčka,,15.329517,50.77764,,,,,Czech Republic,Europe,EU,5e7dabca-659f-4d90-a86f-82656979de4a,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Černý Důl,,15.7106011,50.6349589,,,,,Czech Republic,Europe,EU,bf5db3a8-08dd-4a6a-95c8-3158251fd4e8,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Čertova hora – Harrachov,,15.4305555,50.7616667,,,,,Czech Republic,Europe,EU,22e33b2d-15bd-499c-a44d-23f4a2fbd05c,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Čertovica,,19.7358915,48.9054897,,,,,Slovakia,Europe,EU,3f7bf3a4-810b-4396-8079-85455795211f,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Červenohorské sedlo,,17.1540724,50.1246338,,,,,Czech Republic,Europe,EU,02da54b4-7553-4012-9f0c-49b5154e72ca,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Červená Voda,,16.7426871,50.0402889,,,,,Czech Republic,Europe,EU,4227f852-9fe6-40b6-8c0d-31052ad7ed02,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Čerťák – Václavov u Bruntálu (Ski Karlov),,17.328235,49.994413,,,,,Czech Republic,Europe,EU,c7f30143-4cc2-4b17-8d1d-d8cdcb9f6668,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
České Petrovice,,16.6053741,50.1192736,,,,,Czech Republic,Europe,EU,c80d4b46-a44b-48c0-98a5-5e16d838a09f,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
České Žleby,,13.7750204,48.8783734,,,,,Czech Republic,Europe,EU,1cd4d68c-b600-427c-9118-81b95b67d2ea,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Český Jiřetín,,13.5473892,50.7074897,,,,,Czech Republic,Europe,EU,37d48e59-6249-4aca-9d96-4a8be62b20a5,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Čihadlo,,14.9758333,49.2536111,,,,,Czech Republic,Europe,EU,5b97d5bb-54ce-4cf4-b8ec-a41a1b2213a7,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Łysa Góra – Sopot,,18.5417385,54.4426125,,,,,Poland,Europe,EU,d171f007-67bc-41e0-8f44-3ba3dcf2cf25,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Říčky v Orlických horách,,16.4590198,50.2109924,,,,,Czech Republic,Europe,EU,6e97dd6c-c4bf-4ac6-b6e8-f5e92a1a5160,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Śnieżka – Karpacz,,15.7399457,50.7360171,,,,,Poland,Europe,EU,c7bdeb64-1466-4e46-8e65-28808850c9f2,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Śnieżnica – Kasina Wielka,,20.1521525,49.7188869,,,,,Poland,Europe,EU,eb3c9901-5aed-409b-85d4-77d8b1c3ccd6,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Świeradów Zdrój,,15.3431045,50.9087219,,,,,Poland,Europe,EU,28f2096f-ed22-4805-9ffc-21bf23e41bdf,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šacberk,,15.5793,49.4379428,,,,,Czech Republic,Europe,EU,b890c8e3-6f01-4356-8b2a-cd9a073891c7,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šachtičky,,19.1595976,48.8027351,,,,,Slovakia,Europe,EU,20b655a6-6fc4-426c-9d96-629e35253b9e,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šachty – Vysoké nad Jizerou,,15.3943617,50.692436,,,,,Czech Republic,Europe,EU,898bca03-f570-4cc7-993a-90cc1d08fff4,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šanov – Červená Voda,,16.7601888,50.0490074,,,,,Czech Republic,Europe,EU,64d03f27-ef14-4b06-837b-957b4aa5c02d,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šentjošt nad Horjulom,,14.2244172,46.0318089,,,,,Slovenia,Europe,EU,c0423c2e-f965-4c3f-bfca-70e031908718,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Šindelná,,18.603333,49.612778,,,,,Czech Republic,Europe,EU,449444ff-3b55-4306-80bb-cd131736b279,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Španov vrh,,14.028445,46.442375,,,,,Slovenia,Europe,EU,8bcdf315-f258-48c6-8730-61c38fa3649a,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Špindlerův Mlýn,,15.6094494,50.7261499,,,,,Czech Republic,Europe,EU,3c1e3115-f8aa-49a6-a70e-7184907f63e7,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Špičák,,13.2269012,49.1579268,,,,,Czech Republic,Europe,EU,248e4924-4cd2-4236-9247-c747fcaad732,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Štrbské Pleso,,20.0586557,49.1228446,,,,,Slovakia,Europe,EU,ad4e4971-9b0e-4ae6-a90f-f13b50b0a6ee,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Švýcarská Bouda – Abertamy,,12.8475892,50.3590047,,,,,Czech Republic,Europe,EU,05e5921a-c86a-4c89-a33c-c1e2670c03ad,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Žiar – Dolinky,,19.6793542,49.1348668,,,,,Slovakia,Europe,EU,e58074ba-e257-4021-83b2-d35cabb6f3f3,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
​Hauser Kaibling,,13.779642,47.411524,,,,,Austria,Europe,EU,bea7a0b6-cc43-4a95-982e-350f0215f68e,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
​Hochwurzen,,13.646216,47.3707927,,,,,Austria,Europe,EU,bfa8e103-dfc2-4c88-9985-65b03e0d05aa,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
​Reiteralm (4-Berge-Skischaukel),,13.5976004,47.3887801,,,,,Austria,Europe,EU,ecc68e7d-9cc0-4c25-ad0a-3de8e23bda1b,2018-05-08T11:28:44Z,2018-06-01T02:05:11Z,,
Zagroń,,18.9057082,49.5741124,,,,,Poland,Europe,EU,1fce51a2-6576-460f-a94c-3931afce6eaa,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zahmer Kaiser – Walchsee,,12.287768,47.637728,,,,,Austria,Europe,EU,ce8324c0-c4e0-4d90-bd1b-42921735e9d8,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zams,,10.5894458,47.1575863,,,,,Austria,Europe,EU,8ef26acc-754a-4495-9137-2f657ffabd40,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zao Eboshi,,140.528618,38.126039,,,,,Japan,Asia,,e4745c3d-1ff0-4270-bbae-753b41013930,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zao Onsen,,140.3952387,38.1665511,,,,,Japan,Asia,,2580c22e-0829-414b-bf59-7393dfbe661b,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zao Sumikawa,,140.4949691,38.1350872,,,,,Japan,Asia,,b31543c8-1ecf-48a7-bf2b-d4209665b2c4,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zauberberg Semmering,,15.8294229,47.6314723,,,,,Austria,Europe,EU,996e82d2-e85d-4c65-a7cb-0aa7660a3804,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zauchensee,,13.4231953,47.3783618,,,,,Austria,Europe,EU,9b510f94-1123-4378-8e77-ce29f2c5d226,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zbojská,,19.8508402,48.7436105,,,,,Slovakia,Europe,EU,58bfbeb3-e348-45f4-9edc-20e251f33b7d,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zborov,,16.8358644,49.9436538,,,,,Czech Republic,Europe,EU,dd024fb8-7681-4c14-87b5-7a9585a06a4a,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zbraslav u Brna,,16.2941515,49.2215531,,,,,Czech Republic,Europe,EU,ff1ac63c-92fb-47ea-8d9e-867d96fa3b87,2018-05-08T11:28:43Z,2018-06-01T02:05:11Z,,
Zebra – Białka Tatrzańska,,20.0978847,49.3767438,,,,,Poland,Europe,EU,d1694c5f-868e-4cb7-8846-1bbfb87e1f03,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zellenberg – Kukmirn,,16.2086997,47.0758529,,,,,Austria,Europe,EU,71438d68-b6c2-481e-a9d7-d7f4f00c0e12,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zempléni-hegy – Sátoraljaújhely,,21.639023,48.4129189,,,,,Hungary,Europe,EU,97e2d8e4-cbe1-4444-a5fa-fd7b32b64599,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zermatt,,7.749117,46.0207133,,,,,Switzerland,Europe,,929a47ff-272b-49af-9034-03812b1bf42a,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zettersfeld – Lienz,,12.7906466,46.8636731,,,,,Austria,Europe,EU,109a8065-2b9a-4ecb-a8ce-15835dadfde3,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Ziegenberg – Zwönitz,,12.814497,50.6249242,,,,,Germany,Europe,EU,4e166953-5ea3-4f54-951d-9f96eac156fb,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Ziegenhelle – Snow World Züschen,,8.5376234,51.138294,,,,,Germany,Europe,EU,5dac65c8-0230-40ad-bea5-b60097ef9b05,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zieleniec,,16.683333,50.6,,,,,Poland,Europe,EU,7d13dfff-485c-4fb5-a603-ac4a5f28659e,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zil,,74.764563,42.6543834,,,,,Kyrgyzstan,,,481dc516-e73a-45ff-9b42-cdaa62413e82,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zillertal Arena – Zell am Ziller,,11.8998671,47.2372724,,,,,Austria,Europe,EU,a25351ce-d17a-4c5f-8098-9061812f665e,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zinal,,7.6257892,46.1357214,,,,,Switzerland,Europe,,559bffae-ee4b-4a52-96e1-756425f88281,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zinkenlifte – Dürrnberg (Hallein),,13.090595,47.6544226,,,,,Austria,Europe,EU,c72e264c-4ff4-4c1f-8129-072fc8da74af,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zinols – Bergün,,9.6542794,46.6681199,,,,,Switzerland,Europe,,a79c1423-6b8e-48e1-9302-697dc9a5bcac,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zlaim – Grundlsee,,13.8350939,47.6171527,,,,,Austria,Europe,EU,ce44443b-3ab1-481d-9297-e2ece7174cfb,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zlatar,,19.8259808,43.5097387,,,,,Serbia,Europe,,512933e5-cc0a-400d-8519-f9be4f1fd4dc,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zlatá Olešnice,,15.3535157,50.708547,,,,,Czech Republic,Europe,EU,5a303195-9415-4e29-882e-325df2b0fe16,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zloty Stok w Krzeszowie,,22.3341011,50.4057322,,,,,Poland,Europe,EU,4ccaca8a-dc52-4c28-bdb6-3e73c985cdc9,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zoldo,,12.1771585,46.3458983,,,,,Italy,Europe,EU,76aca8de-36a8-42f7-bd3f-a060772ecfd8,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zoncolan – Ravascletto,,12.9192317,46.4996935,,,,,Italy,Europe,EU,da6cf04a-813c-4e90-a05a-734365c0e0fa,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zschorlau,,12.6493557,50.5683139,,,,,Germany,Europe,EU,836e354a-4aed-4eba-918d-2fda0a2578f7,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zuckerfeld,,9.9437228,50.479542,,,,,Germany,Europe,EU,9e03edd3-7a3f-407e-9e5b-43af1d9d464a,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zuflucht (Baiersbronn),,8.2352404,48.4950528,,,,,Germany,Europe,EU,00937caa-598f-4804-be01-175e66a6874a,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zugerberg,,8.54076,47.1422,,,,,Switzerland,Europe,,6945ce32-1dca-49ea-b8f8-36e86256a274,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zugspitze,,10.9853652,47.421066,,,,,Germany,Europe,EU,53d2d203-7d14-4276-a385-30a29be944da,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zum Zeri – Passo dei due Santi,,9.7524038,44.3893411,,,,,Italy,Europe,EU,5137a07c-0389-4509-85cb-5a5886a4df8d,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zuoz – Pizzet,,9.9447654,46.6000562,,,,,Switzerland,Europe,,4ee236ca-eccb-4944-849e-2e3c2181a53e,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zvičina,,15.6875757,50.4556455,,,,,Czech Republic,Europe,EU,88f7d487-584b-4bc5-a5d8-5d6f63d10f28,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zwölferhorn – St. Gilgen,,13.3628441,47.7630749,,,,,Austria,Europe,EU,38733cb2-0ee2-40cc-951c-44ff35244dba,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zwölfmorgental – Wernigerode,,10.7872226,51.8253135,,,,,Germany,Europe,EU,ec421d16-34b7-463e-a33e-e9c641880b95,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zákoutí – Harrachov,,15.435432,50.7740767,,,,,Czech Republic,Europe,EU,c1e86174-8dcf-4720-990f-8a1bc62d6f29,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Záluží,,13.8604993,49.8426978,,,,,Czech Republic,Europe,EU,5812a30a-271b-461f-b586-326301b8a032,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zásada,,15.2699399,50.6976844,,,,,Czech Republic,Europe,EU,d0f3d104-6155-4de5-a604-2ee9558a4ece,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zöblen,,10.4797603,47.5076354,,,,,Austria,Europe,EU,c727c194-a311-43cc-95a3-0b4023b6aeae,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Zürs,,10.16288,47.17134,,,,,Austria,Europe,EU,5e57899b-b7c6-4871-8828-30b192716ce6,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Złoty Groń,,18.9175103,49.5719543,,,,,Poland,Europe,EU,31825d40-06d6-4453-9df9-32ef4aff62a0,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
xPark Františkov – Jindřichov,,17.013076,50.1338155,,,,,Czech Republic,Europe,EU,d86affc4-ce7d-4c7e-8e30-bcc1a26f127f,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Ål Skisenter,,8.5343693,60.6692831,,,,,Norway,Europe,,2249f32c-c722-4389-8b1b-d8e1a8012c39,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Åre,,13.0815058,63.3990428,,,,,Sweden,Europe,EU,e37d2d42-2ac9-4f55-9a21-d17acd6ce68e,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Çirtkaya – Bitlis,,29.1050057,41.0512251,,,,,Turkey,Asia,,687092e9-b1c5-40eb-83a1-0f584ba6dd77,2018-05-08T11:28:43Z,2018-06-01T02:05:12Z,,
Willamette Pass – Crescent,,-122.036475,43.600706,,,,,USA,,,fc6809ac-a2cf-4268-8356-261ca6541b6b,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Willingen – Ettelsberg,,8.5975001,51.277778,,,,,Germany,Europe,EU,0a09f13f-ed61-42c5-8bf0-ff1a37877d4e,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Wilmot Mountain,,-88.1876602,42.4989548,,,,,USA,,,7b9c9893-8834-4f7a-bc4b-4c42296a18d1,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Wimmerlifte – Purgstall bei Eggersdorf,,15.5627116,47.1261442,,,,,Austria,Europe,EU,5a2dd094-3033-444a-96c0-d7b2474e2c3e,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Windheim – Steinbach am Wald,,11.3368363,50.4270575,,,,,Germany,Europe,EU,6ff7faa6-c9c7-4828-8bcd-a02c1002440c,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winklmoosalm – Waidring,,12.5417895,47.6574171,,,,,Austria,Europe,EU,eba7913e-1ab8-4fa8-9b72-044f54601378,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winter Park Resort,,-105.762548,39.8868485,,,,,USA,,,12ecc664-5e9c-453b-b5d3-12e8d1ef81a5,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winter Park – Kewaunee County,,-87.559558,44.459461,,,,,USA,,,77886b73-92c8-483c-a424-8cf892961d8d,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winterberg (Skiliftkarussell),,8.5239772,51.1989209,,,,,Germany,Europe,EU,e2597712-409b-4d34-9baf-6b2c2d6f6cf0,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winterberger Nordhang,,8.4896234,51.1857186,,,,,Germany,Europe,EU,00adef08-1584-4683-8661-c409bc55f1da,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winterberglift – Oberkirnach (St. Georgen),,8.32977,48.0851,,,,,Germany,Europe,EU,1c55d952-443d-4b16-b1cc-94c069dee414,2018-05-08T11:28:42Z,2018-06-01T02:05:12Z,,
Winterberglifte – Schonach im Schwarzwald,,8.1520174,48.1311355,,,,,Germany,Europe,EU,c9c8cdec-252a-4987-8873-5c0d42fa45ce,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wintergreen Resort,,-78.94174,37.9298844,,,,,USA,,,b74f2c9e-db58-4dc9-94c0-60ac97c80f51,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wiriehorn,,7.5169,46.5732,,,,,Switzerland,Europe,,7d969890-0f6a-4b64-9bcb-3259af7f1ffb,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wirzweli – Dallenwil,,8.3617958,46.9117907,,,,,Switzerland,Europe,,7fdfe337-c4d5-475f-b8a9-76d54e6f343f,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wispile – Gstaad,,7.2908832,46.4663502,,,,,Switzerland,Europe,,1e9e10ef-e968-4a16-9f29-4bc1c78b4b27,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wissen,,7.7396765,50.7755474,,,,,Germany,Europe,EU,bae3b844-b6e6-4c4d-a0b1-30f9f0b5b83e,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wittenburg (alpincenter Hamburg-Wittenburg) (indoor ski area),,11.0955048,53.5070611,,,,,Germany,Europe,EU,26c5d1f7-a383-44d5-a4d3-0b7ba7504347,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Witthoh – Emmingen-Liptingen,,8.826667,47.936111,,,,,Germany,Europe,EU,e7a0b1cd-9cc1-4952-a4b7-3e2e7fbc687b,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Witów,,19.8265185,49.3210546,,,,,Poland,Europe,EU,633101a4-68bc-4f05-91a2-b97a55861f72,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wola Nieszkowska,,20.3824989,49.8943053,,,,,Poland,Europe,EU,2c284682-d90c-4a0a-80aa-40171872f902,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wolf Creek,,-112.0691697,47.006054,,,,,USA,,,edce75ea-86d1-4def-a3f4-66679c9b076a,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wolf Ridge,,-82.9359697,35.1653788,,,,,USA,,,ef1ae54e-3e72-45d8-80ac-60006427e645,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wolfsberglift – Siegsdorf,,12.666247,47.817911,,,,,Germany,Europe,EU,6b9281af-7f47-4d96-a0ab-e43c2ed4e9c8,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wolfsschlucht – Prüm,,6.43691,50.228526,,,,,Germany,Europe,EU,19e14002-f786-4f40-a68c-8b682bb00427,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wolzenalp – Krummenau,,9.1601095,47.2366498,,,,,Switzerland,Europe,,1ed54723-b534-465a-becf-a68a4222450d,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Woongjin Playdoci Snowdoci (indoor ski area),,126.7442923,37.5000874,,,,,South Korea,,,2d7283d2-2792-4cbf-8f94-527b2b3f207f,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wujskie,,22.300152,49.553163,,,,,Poland,Europe,EU,a83fae2e-7e85-4f56-88eb-5e06a56f430a,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wunderwiese – Puchberg am Schneeberg,,15.8405481,47.7908132,,,,,Austria,Europe,EU,c9f9fc66-32ec-4c9b-b1d2-c49c0ff503c7,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wurmberg – Braunlage,,10.6180779,51.7570345,,,,,Germany,Europe,EU,b55be96b-543d-4fe9-9aad-379bf9a55b6f,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wurmsteinlift – Flossenbürg,,12.347656,49.742843,,,,,Germany,Europe,EU,7c2276b5-3291-4394-a57c-cb865a3188fc,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Wurzeralm – Spital am Pyhrn,,14.2937506,47.6491316,,,,,Austria,Europe,EU,c535f2ba-d482-431c-8c14-aae73165e335,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Węgierski – Brenna,,18.9709094,49.7108533,,,,,Poland,Europe,EU,62a500fd-2a1a-4e93-8eb1-a8ff02fe7eec,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yachiho Kogen,,138.5080174,36.7052466,,,,,Japan,Asia,,9c9ddc90-7cc9-49c8-add3-58ebf429fb36,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yakurai,,140.7190262,38.5732623,,,,,Japan,Asia,,79ffcfc1-4590-4ea2-ac61-b9a7565f62f7,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yangji Pine Resort,,127.296143,37.211306,,,,,South Korea,,,bd95ae7b-983a-4d01-ac54-9c5f4246c605,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yellowstone Club,,-111.3745324,45.2458036,,,,,USA,,,fbde1f9c-fbdd-4676-bcef-7558dc67ee5a,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Ylläs,,24.2333332,67.5666667,,,,,Finland,Europe,EU,7c6ed68d-138f-46e4-8b7f-66afa29d7bb5,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yogoshiyama,,140.987776,40.921682,,,,,Japan,Asia,,9faecf93-6deb-449e-8014-b66b40307174,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yokomuki Onsen,,140.2541883,37.6559099,,,,,Japan,Asia,,1569ed58-631d-47aa-adcf-64ef131808c8,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yokote Park,,140.5698424,39.32063,,,,,Japan,Asia,,e9f4cc79-6325-4b5a-9f45-18ef2fb08cc3,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yokoteyama-Shibutoge,,138.5104185,36.6772672,,,,,Japan,Asia,,15e53e23-715d-484d-b2fa-a37f388605f9,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
YongPyong Resort,,128.6802894,37.6429587,,,,,South Korea,,,d3d2052a-07a1-449f-a460-36fb779acef4,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yuzawa Kogen – Nunoba,,138.8024026,36.9425928,,,,,Japan,Asia,,765a03a5-4c6d-4d05-a9a8-c392fb2b0746,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yuzawa Nakazato,,138.8458769,36.9169609,,,,,Japan,Asia,,49c51fe6-3397-43e1-91bf-c59c02d2b166,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Yuzawa Park,,138.859679,36.9248929,,,,,Japan,Asia,,29531e43-8854-4a1c-a9a6-2964f23721fa,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
Zaarour,,35.7988048,33.9219709,,,,,Lebanon,Asia,,6938f20a-4e9c-4255-8a06-489fa184dd3f,2018-05-08T11:28:42Z,2018-06-01T02:05:13Z,,
